original_id,name,lat,lon,layer,type,node_id
1929                                              ,Santa María de la Cabeza                                                                                                                                                                                ,40.4026996,-3.6974834,bus,stop,303
1930                                              ,Ferrocarril                                                                                                                                                                                             ,40.4025486,-3.6941351,bus,stop,304
1184                                              ,Metro Palos de la Frontera                                                                                                                                                                              ,40.4045689,-3.6922585,bus,stop,305
89                                                ,Delicias-Atocha                                                                                                                                                                                         ,40.408445,-3.6918853,bus,stop,306
1925                                              ,Prado-Atocha                                                                                                                                                                                            ,40.4115893,-3.691859,bus,stop,307
1923                                              ,Desamparados                                                                                                                                                                                            ,40.4130282,-3.6952899,bus,stop,308
1920                                              ,Antón Martín                                                                                                                                                                                            ,40.4147064,-3.6986082,bus,stop,309
491                                               ,Alonso Martínez                                                                                                                                                                                         ,40.4299425,-3.6938272,bus,stop,310
492                                               ,Almagro-Zurbano                                                                                                                                                                                         ,40.4322047,-3.6914137,bus,stop,311
494                                               ,Almagro-Rubén Darío                                                                                                                                                                                     ,40.4340677,-3.6902147,bus,stop,312
529                                               ,Miguel Ángel                                                                                                                                                                                            ,40.4369292,-3.6892654,bus,stop,313
58                                                ,Emilio Castelar                                                                                                                                                                                         ,40.4375799,-3.6874091,bus,stop,314
56                                                ,Gregorio Marañón                                                                                                                                                                                        ,40.4401778,-3.6891243,bus,stop,315
54                                                ,Museo Ciencias Naturales                                                                                                                                                                                ,40.4429513,-3.6900933,bus,stop,316
52                                                ,Nuevos Ministerios-Castellana                                                                                                                                                                           ,40.4455652,-3.6898728,bus,stop,317
421                                               ,Nuevos Ministerios-Joaquín Costa                                                                                                                                                                        ,40.4478506,-3.6888463,bus,stop,318
420                                               ,República Argentina                                                                                                                                                                                     ,40.4474233,-3.6849622,bus,stop,319
5318                                              ,Doctor Arce                                                                                                                                                                                             ,40.4476775,-3.6815804,bus,stop,320
416                                               ,Santa Gema                                                                                                                                                                                              ,40.4492412,-3.6791787,bus,stop,321
433                                               ,Plaza de Cataluña                                                                                                                                                                                       ,40.4511569,-3.6781956,bus,stop,322
434                                               ,Cinca                                                                                                                                                                                                   ,40.4520529,-3.6805514,bus,stop,323
435                                               ,Hospital San Rafael                                                                                                                                                                                     ,40.4539316,-3.6797331,bus,stop,324
437                                               ,Príncipe de Vergara-Serrano                                                                                                                                                                             ,40.4564548,-3.6765505,bus,stop,325
4849                                              ,Ecuador                                                                                                                                                                                                 ,40.4576944,-3.6756312,bus,stop,326
439                                               ,Colombia                                                                                                                                                                                                ,40.459912,-3.6753822,bus,stop,327
299                                               ,Chile                                                                                                                                                                                                   ,40.4601984,-3.6741702,bus,stop,328
300                                               ,Costa Rica                                                                                                                                                                                              ,40.4601537,-3.6710088,bus,stop,329
302                                               ,José María Soler                                                                                                                                                                                        ,40.4606049,-3.6677816,bus,stop,330
217                                               ,Arturo Soria-Gran Vía de Hortaleza                                                                                                                                                                      ,40.4628963,-3.6609632,bus,stop,331
216                                               ,Arturo Soria-Aleixandre                                                                                                                                                                                 ,40.4659433,-3.663765,bus,stop,332
214                                               ,Arturo Soria-Añastro                                                                                                                                                                                    ,40.4693794,-3.6646953,bus,stop,333
497                                               ,Arturo Soria-Julio Dánvila                                                                                                                                                                              ,40.4730133,-3.6656867,bus,stop,334
499                                               ,Ingenieros Navales                                                                                                                                                                                      ,40.4750821,-3.6662498,bus,stop,335
501                                               ,San Luis-Arturo Soria                                                                                                                                                                                   ,40.4772882,-3.6664478,bus,stop,336
503                                               ,San Luis-Mesena                                                                                                                                                                                         ,40.4765783,-3.664554,bus,stop,337
505                                               ,San Luis-Almanzora                                                                                                                                                                                      ,40.4757211,-3.6616552,bus,stop,338
507                                               ,Almanzora-Bacares                                                                                                                                                                                       ,40.477382,-3.6595125,bus,stop,339
508                                               ,Almanzora                                                                                                                                                                                               ,40.4787806,-3.6575442,bus,stop,340
509                                               ,Alicún                                                                                                                                                                                                  ,40.4809846,-3.6580966,bus,stop,341
510                                               ,Vélez Rubio                                                                                                                                                                                             ,40.4800106,-3.6598686,bus,stop,342
511                                               ,Manoteras                                                                                                                                                                                               ,40.4781837,-3.6611131,bus,stop,343
512                                               ,Almanzora-Bacares                                                                                                                                                                                       ,40.4772982,-3.6599954,bus,stop,344
506                                               ,San Luis-Almanzora                                                                                                                                                                                      ,40.4758279,-3.6618922,bus,stop,345
504                                               ,San Luis-Mesena                                                                                                                                                                                         ,40.4768122,-3.664627,bus,stop,346
502                                               ,San Luis-Arturo Soria                                                                                                                                                                                   ,40.4776294,-3.6666407,bus,stop,347
513                                               ,Cuartel de la Marina                                                                                                                                                                                    ,40.4768965,-3.6671879,bus,stop,348
500                                               ,Ingenieros Navales                                                                                                                                                                                      ,40.4750164,-3.6667092,bus,stop,349
498                                               ,Arturo Soria-Julio Dánvila                                                                                                                                                                              ,40.4728395,-3.6661333,bus,stop,350
212                                               ,Arturo Soria-Añastro                                                                                                                                                                                    ,40.4683514,-3.6648621,bus,stop,351
51053                                             ,Arturo Soria-Ángel Gordillo                                                                                                                                                                             ,40.4659273,-3.664202,bus,stop,352
303                                               ,José María Soler                                                                                                                                                                                        ,40.4608647,-3.6680201,bus,stop,353
2388                                              ,Costa Rica                                                                                                                                                                                              ,40.4605406,-3.6710952,bus,stop,354
314                                               ,Chile                                                                                                                                                                                                   ,40.4606367,-3.6747054,bus,stop,355
440                                               ,Colombia                                                                                                                                                                                                ,40.4593594,-3.6759192,bus,stop,356
4850                                              ,Ecuador                                                                                                                                                                                                 ,40.4576557,-3.6760908,bus,stop,357
514                                               ,Príncipe de Vergara-Serrano                                                                                                                                                                             ,40.4559705,-3.6761801,bus,stop,358
516                                               ,Concha Espina                                                                                                                                                                                           ,40.4542216,-3.6763645,bus,stop,359
456                                               ,Hospital San Rafael                                                                                                                                                                                     ,40.4537069,-3.6796482,bus,stop,360
441                                               ,Segre                                                                                                                                                                                                   ,40.4518048,-3.6813744,bus,stop,361
442                                               ,Guadiana                                                                                                                                                                                                ,40.4497161,-3.6826623,bus,stop,362
419                                               ,República Argentina                                                                                                                                                                                     ,40.4477312,-3.6846868,bus,stop,363
422                                               ,Nuevos Ministerios-Joaquín Costa                                                                                                                                                                        ,40.4482564,-3.6887797,bus,stop,364
49                                                ,Nuevos Ministerios-Cercanías                                                                                                                                                                            ,40.4471926,-3.6904197,bus,stop,365
51                                                ,Nuevos Ministerios-Castellana                                                                                                                                                                           ,40.4458765,-3.6905478,bus,stop,366
53                                                ,Museo Ciencias Naturales                                                                                                                                                                                ,40.4428113,-3.6909173,bus,stop,367
4742                                              ,Gregorio Marañón                                                                                                                                                                                        ,40.4401266,-3.6901499,bus,stop,368
4338                                              ,Miguel Ángel                                                                                                                                                                                            ,40.4373742,-3.6901896,bus,stop,369
495                                               ,Almagro-Rubén Darío                                                                                                                                                                                     ,40.4343182,-3.6905002,bus,stop,370
493                                               ,Almagro                                                                                                                                                                                                 ,40.4320027,-3.6920446,bus,stop,371
518                                               ,Almagro-Alonso Martínez                                                                                                                                                                                 ,40.4302982,-3.6938427,bus,stop,372
5128                                              ,Legazpi                                                                                                                                                                                                 ,40.3930482,-3.6934366,bus,stop,373
1182                                              ,Beata                                                                                                                                                                                                   ,40.3971849,-3.6931845,bus,stop,374
5036                                              ,Delicias-Cáceres                                                                                                                                                                                        ,40.3996102,-3.6928676,bus,stop,375
1964                                              ,Estación de Delicias                                                                                                                                                                                    ,40.4025522,-3.6920257,bus,stop,376
5558                                              ,Ramírez de Prado-General Lacy                                                                                                                                                                           ,40.4017124,-3.690097,bus,stop,377
1966                                              ,Ramírez de Prado-Vara del Rey                                                                                                                                                                           ,40.4011828,-3.6874983,bus,stop,378
1965                                              ,Ramírez de Prado-Juan de Mariana                                                                                                                                                                        ,40.4010183,-3.684857,bus,stop,379
1967                                              ,Méndez Álvaro-Repsol                                                                                                                                                                                    ,40.3999585,-3.682024,bus,stop,380
5467                                              ,Metro Méndez Álvaro                                                                                                                                                                                     ,40.3984144,-3.6803292,bus,stop,381
4802                                              ,Méndez Álvaro                                                                                                                                                                                           ,40.3978529,-3.6777665,bus,stop,382
5143                                              ,Pacífico                                                                                                                                                                                                ,40.4026738,-3.6737352,bus,stop,383
1410                                              ,Ciudad de Barcelona-Seco                                                                                                                                                                                ,40.4015246,-3.6707327,bus,stop,384
2058                                              ,Puente de Vallecas                                                                                                                                                                                      ,40.4004996,-3.6688135,bus,stop,385
4325                                              ,Puente de Vallecas-Peña Prieta                                                                                                                                                                          ,40.4008698,-3.6671085,bus,stop,386
1980                                              ,Peña Prieta                                                                                                                                                                                             ,40.4016159,-3.6658431,bus,stop,387
5540                                              ,Alfonso XIII-Peña Prieta                                                                                                                                                                                ,40.4035985,-3.6633768,bus,stop,388
5541                                              ,Santa Marta-Alfonso XIII                                                                                                                                                                                ,40.4032301,-3.6608498,bus,stop,389
1984                                              ,Mercado Doña Carlota                                                                                                                                                                                    ,40.4048818,-3.6603246,bus,stop,390
1986                                              ,Sierra Elvira-Sierra Toledana                                                                                                                                                                           ,40.4061194,-3.6581565,bus,stop,391
5472                                              ,Corregidor Alonso Aguilar                                                                                                                                                                               ,40.408491,-3.656176,bus,stop,392
834                                               ,Parque Darwin                                                                                                                                                                                           ,40.407865,-3.6537775,bus,stop,393
3354                                              ,Plaza del Encuentro                                                                                                                                                                                     ,40.4073212,-3.6511559,bus,stop,394
1990                                              ,Arroyo Fontarrón-Francisco de Luján                                                                                                                                                                     ,40.4045034,-3.649196,bus,stop,395
1992                                              ,Arroyo Fontarrón-Encomienda de Palacios                                                                                                                                                                 ,40.4025875,-3.6470446,bus,stop,396
1994                                              ,Encomienda de Palacios-Arroyo Fontarrón                                                                                                                                                                 ,40.4022346,-3.6457096,bus,stop,397
1995                                              ,Encomienda de Palacios-Pico Artilleros                                                                                                                                                                  ,40.4024375,-3.6416223,bus,stop,398
1996                                              ,Encomienda de Palacios-Tacona                                                                                                                                                                           ,40.4009015,-3.6391684,bus,stop,399
1997                                              ,Fuente Carrantona-Encomienda de Palacios                                                                                                                                                                ,40.3998555,-3.6360829,bus,stop,400
1999                                              ,Encomienda de Palacios-Valdebernardo                                                                                                                                                                    ,40.3989428,-3.6333051,bus,stop,401
4516                                              ,Valdebernardo-Hacienda de Pavones                                                                                                                                                                       ,40.4012259,-3.6309578,bus,stop,402
4373                                              ,Centro de Salud Pavones                                                                                                                                                                                 ,40.4009181,-3.6279264,bus,stop,403
3495                                              ,José Prat-Ladera de los Almendros                                                                                                                                                                       ,40.3997747,-3.6244631,bus,stop,404
5028                                              ,Copérnico                                                                                                                                                                                               ,40.397534,-3.6239828,bus,stop,405
5030                                              ,Indalecio Prieto-Copérnico                                                                                                                                                                              ,40.3974471,-3.6217196,bus,stop,406
3497                                              ,Indalecio Prieto-José Prat                                                                                                                                                                              ,40.3995056,-3.6209018,bus,stop,407
1826                                              ,Indalecio Prieto-Los Pinillas                                                                                                                                                                           ,40.4016358,-3.6201308,bus,stop,408
1828                                              ,Indalecio Prieto-Los Juglares                                                                                                                                                                           ,40.4037306,-3.6192672,bus,stop,409
5032                                              ,Indalecio Prieto-Los Juglares                                                                                                                                                                           ,40.4044915,-3.6184846,bus,stop,410
5033                                              ,Valdebernardo                                                                                                                                                                                           ,40.4057003,-3.6182011,bus,stop,411
1829                                              ,Valdebernardo                                                                                                                                                                                           ,40.4037364,-3.6198683,bus,stop,412
1827                                              ,Indalecio Prieto-Los Pinillas                                                                                                                                                                           ,40.4019758,-3.620571,bus,stop,413
5027                                              ,Indalecio Prieto-José Prat                                                                                                                                                                              ,40.3995651,-3.6215505,bus,stop,414
5031                                              ,Indalecio Prieto-Copérnico                                                                                                                                                                              ,40.3975879,-3.6223336,bus,stop,415
5029                                              ,Copérnico                                                                                                                                                                                               ,40.3977676,-3.6241028,bus,stop,416
3496                                              ,José Prat-Ladera de los Almendros                                                                                                                                                                       ,40.4006035,-3.6244707,bus,stop,417
4374                                              ,Centro de Salud Pavones                                                                                                                                                                                 ,40.4013985,-3.6290504,bus,stop,418
2001                                              ,Valdebernardo-Hacienda de Pavones                                                                                                                                                                       ,40.4013053,-3.631265,bus,stop,419
2000                                              ,Encomienda de Palacios-Valdebernardo                                                                                                                                                                    ,40.3991942,-3.6334606,bus,stop,420
1998                                              ,Fuente Carrantona-Encomienda de Palacios                                                                                                                                                                ,40.4000983,-3.6361559,bus,stop,421
849                                               ,Encomienda de Palacios-Tacona                                                                                                                                                                           ,40.4009045,-3.6386382,bus,stop,422
850                                               ,Encomienda de Palacios-Pico Artilleros                                                                                                                                                                  ,40.4025914,-3.6414824,bus,stop,423
844                                               ,Encomienda de Palacios-Arroyo Fontarrón                                                                                                                                                                 ,40.402414,-3.6458527,bus,stop,424
1993                                              ,Arroyo Fontarrón-Encomienda de Palacios                                                                                                                                                                 ,40.4028848,-3.6470357,bus,stop,425
1991                                              ,Arroyo Fontarrón-Francisco de Luján                                                                                                                                                                     ,40.4045861,-3.6489022,bus,stop,426
1989                                              ,Plaza del Encuentro                                                                                                                                                                                     ,40.4071195,-3.6501758,bus,stop,427
835                                               ,Parque Darwin                                                                                                                                                                                           ,40.4081757,-3.6537871,bus,stop,428
5473                                              ,Corregidor Alonso Aguilar                                                                                                                                                                               ,40.4087976,-3.6561319,bus,stop,429
1988                                              ,Corregidor Alonso Aguilar                                                                                                                                                                               ,40.4088517,-3.6576999,bus,stop,430
51000                                             ,Sierra Toledana-Sierra Elvira                                                                                                                                                                           ,40.4065209,-3.6580539,bus,stop,431
51001                                             ,Doctor Lozano-Sierra Toledana                                                                                                                                                                           ,40.4050413,-3.6592125,bus,stop,432
1983                                              ,Peña Prieta-Pico Almanzor                                                                                                                                                                               ,40.4044622,-3.6627953,bus,stop,433
1981                                              ,Peña Prieta                                                                                                                                                                                             ,40.40234,-3.665261,bus,stop,434
1979                                              ,Puente de Vallecas-Peña Prieta                                                                                                                                                                          ,40.4008167,-3.6669548,bus,stop,435
2057                                              ,Puente de Vallecas                                                                                                                                                                                      ,40.4010195,-3.6692782,bus,stop,436
1411                                              ,Ciudad de Barcelona-Seco                                                                                                                                                                                ,40.4016965,-3.6706063,bus,stop,437
1978                                              ,Pacífico                                                                                                                                                                                                ,40.403016,-3.6729866,bus,stop,438
1970                                              ,Metro Méndez Álvaro                                                                                                                                                                                     ,40.3981581,-3.67949,bus,stop,439
1968                                              ,Méndez Álvaro-REPSOL                                                                                                                                                                                    ,40.4001406,-3.6817058,bus,stop,440
1971                                              ,Amanecer en Méndez Álvaro                                                                                                                                                                               ,40.4016218,-3.6833543,bus,stop,441
5144                                              ,Méndez Álvaro-Bustamante                                                                                                                                                                                ,40.4026959,-3.6845322,bus,stop,442
1973                                              ,Méndez Álvaro-Áncora                                                                                                                                                                                    ,40.4046789,-3.6874135,bus,stop,443
2421                                              ,Metro Palos de la Frontera                                                                                                                                                                              ,40.4050116,-3.6920509,bus,stop,444
1976                                              ,Centro Dotacional Arganzuela                                                                                                                                                                            ,40.4047251,-3.6947585,bus,stop,445
1186                                              ,Ferrocarril                                                                                                                                                                                             ,40.4023991,-3.6950292,bus,stop,446
1187                                              ,Batalla del Salado-Embajadores                                                                                                                                                                          ,40.3993566,-3.6953488,bus,stop,447
1188                                              ,Beata                                                                                                                                                                                                   ,40.39681,-3.6941115,bus,stop,448
1170                                              ,Legazpi                                                                                                                                                                                                 ,40.3937302,-3.6938913,bus,stop,449
2559                                              ,Sevilla                                                                                                                                                                                                 ,40.420996100000004,-3.69838,bus,stop,450
90                                                ,Círculo de Bellas Artes                                                                                                                                                                                 ,40.4204546,-3.6948024,bus,stop,451
427                                               ,Velázquez-Juan Bravo                                                                                                                                                                                    ,40.4339355,-3.6821254,bus,stop,452
428                                               ,Velázquez-Diego de León                                                                                                                                                                                 ,40.4365133,-3.6819275,bus,stop,453
5377                                              ,Velázquez-María de Molina                                                                                                                                                                               ,40.4397944,-3.6816187,bus,stop,454
2007                                              ,Glorieta López de Hoyos                                                                                                                                                                                 ,40.441968,-3.6796715,bus,stop,455
2009                                              ,López de Hoyos-Príncipe de Vergara                                                                                                                                                                      ,40.4434078,-3.6768781,bus,stop,456
2011                                              ,López de Hoyos-Cartagena                                                                                                                                                                                ,40.4447962,-3.6743944,bus,stop,457
2013                                              ,Prosperidad                                                                                                                                                                                             ,40.4460351,-3.6728148,bus,stop,458
2015                                              ,López de Hoyos-Cardenal Silíceo                                                                                                                                                                         ,40.4473856,-3.6706445,bus,stop,459
