stop_id;stop_name;bus_line;stop_lon;stop_lat;transport_mode
528                                               ;Martínez Campos                                                                                                                                                                                         ;16                                                ;-3.6939831;40.4370812;bus                 
1895                                              ;Iglesia-Alonso Cano                                                                                                                                                                                     ;16                                                ;-3.6964464;40.4369943;bus                 
526                                               ;Iglesia                                                                                                                                                                                                 ;16                                                ;-3.6985538;40.4366933;bus                 
538                                               ;Quevedo                                                                                                                                                                                                 ;16                                                ;-3.7018471;40.4359166;bus                 
540                                               ;Arapiles                                                                                                                                                                                                ;16                                                ;-3.7046633;40.4357553;bus                 
541                                               ;Mercado Vallehermoso                                                                                                                                                                                    ;16                                                ;-3.7079671;40.4359964;bus                 
542                                               ;Guzmán El Bueno-Fernando El Católico                                                                                                                                                                    ;16                                                ;-3.7116359;40.4361901;bus                 
543                                               ;Moncloa                                                                                                                                                                                                 ;16                                                ;-3.7157529;40.4363989;bus                 
543                                               ;Moncloa                                                                                                                                                                                                 ;16                                                ;-3.7157529;40.4363989;bus                 
520                                               ;Fernández de los Ríos-Hilarión Eslava                                                                                                                                                                   ;16                                                ;-3.7156261;40.4372961;bus                 
521                                               ;Guzmán El Bueno-Fernández de los Ríos                                                                                                                                                                   ;16                                                ;-3.7121766;40.4371507;bus                 
522                                               ;Galileo                                                                                                                                                                                                 ;16                                                ;-3.7077646;40.4369255;bus                 
523                                               ;Arapiles                                                                                                                                                                                                ;16                                                ;-3.7036356;40.4366985;bus                 
524                                               ;Eloy Gonzalo                                                                                                                                                                                            ;16                                                ;-3.7015871;40.4359992;bus                 
525                                               ;Iglesia                                                                                                                                                                                                 ;16                                                ;-3.698469;40.4364686;bus                 
527                                               ;Martínez Campos                                                                                                                                                                                         ;16                                                ;-3.694782;40.4368061;bus                 
1894                                              ;Museo Sorolla                                                                                                                                                                                           ;16                                                ;-3.6913403;40.4369078;bus                 
529                                               ;Miguel Ángel                                                                                                                                                                                            ;16                                                ;-3.6892654;40.4369292;bus                 
58                                                ;Emilio Castelar                                                                                                                                                                                         ;16                                                ;-3.6874091;40.4375799;bus                 
532                                               ;Serrano-María de Molina                                                                                                                                                                                 ;16                                                ;-3.6860382;40.4395881;bus                 
534                                               ;López de Hoyos-Velázquez                                                                                                                                                                                ;16                                                ;-3.6825907;40.4403022;bus                 
430                                               ;Velázquez-López de Hoyos                                                                                                                                                                                ;16                                                ;-3.6814365;40.4416063;bus                 
431                                               ;Velázquez-Joaquín Costa                                                                                                                                                                                 ;16                                                ;-3.6813824;40.4432552;bus                 
432                                               ;Velázquez-Rodríguez Marín                                                                                                                                                                               ;16                                                ;-3.6812348;40.4449858;bus                 
418                                               ;Doctor Arce                                                                                                                                                                                             ;16                                                ;-3.6808642;40.447988;bus                 
416                                               ;Santa Gema                                                                                                                                                                                              ;16                                                ;-3.6791787;40.4492412;bus                 
414                                               ;Plaza de Cataluña                                                                                                                                                                                       ;16                                                ;-3.6763465;40.4513929;bus                 
517                                               ;Concha Espina                                                                                                                                                                                           ;16                                                ;-3.6761524;40.4532139;bus                 
515                                               ;Príncipe de Vergara-Serrano                                                                                                                                                                             ;16                                                ;-3.675906;40.4556928;bus                 
4849                                              ;Ecuador                                                                                                                                                                                                 ;16                                                ;-3.6756312;40.4576944;bus                 
439                                               ;Colombia                                                                                                                                                                                                ;16                                                ;-3.6753822;40.459912;bus                 
4832                                              ;República Dominicana                                                                                                                                                                                    ;16                                                ;-3.6752414;40.4611651;bus                 
112                                               ;Plaza del Perú                                                                                                                                                                                          ;16                                                ;-3.6750798;40.4626976;bus                 
115                                               ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6747504;40.4643256;bus                 
117                                               ;Pío XII-Comandante Franco                                                                                                                                                                               ;16                                                ;-3.6741002;40.4673519;bus                 
119                                               ;Nunciatura                                                                                                                                                                                              ;16                                                ;-3.6723466;40.4701189;bus                 
3629                                              ;Pío XII-La Paloma                                                                                                                                                                                       ;16                                                ;-3.6726056;40.4736129;bus                 
1728                                              ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6726135;40.4732254;bus                 
1728                                              ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6726135;40.4732254;bus                 
118                                               ;Nunciatura                                                                                                                                                                                              ;16                                                ;-3.6724782;40.4704515;bus                 
116                                               ;Pío XII-Comandante Franco                                                                                                                                                                               ;16                                                ;-3.6744777;40.4669849;bus                 
114                                               ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6750362;40.464378;bus                 
111                                               ;Plaza del Perú                                                                                                                                                                                          ;16                                                ;-3.6754567;40.4626413;bus                 
4831                                              ;República Dominicana                                                                                                                                                                                    ;16                                                ;-3.6756898;40.4611895;bus                 
440                                               ;Colombia                                                                                                                                                                                                ;16                                                ;-3.6759192;40.4593594;bus                 
4850                                              ;Ecuador                                                                                                                                                                                                 ;16                                                ;-3.6760908;40.4576557;bus                 
514                                               ;Príncipe de Vergara-Serrano                                                                                                                                                                             ;16                                                ;-3.6761801;40.4559705;bus                 
516                                               ;Concha Espina                                                                                                                                                                                           ;16                                                ;-3.6763645;40.4542216;bus                 
415                                               ;Plaza de Cataluña                                                                                                                                                                                       ;16                                                ;-3.6767326;40.4510573;bus                 
417                                               ;Santa Gema                                                                                                                                                                                              ;16                                                ;-3.6795922;40.4493198;bus                 
536                                               ;Doctor Arce                                                                                                                                                                                             ;16                                                ;-3.6820186;40.4478641;bus                 
443                                               ;República Argentina                                                                                                                                                                                     ;16                                                ;-3.6846324;40.4462991;bus                 
444                                               ;Ramiro de Maeztu                                                                                                                                                                                        ;16                                                ;-3.6848602;40.4443428;bus                 
445                                               ;Residencia de Estudiantes                                                                                                                                                                               ;16                                                ;-3.6849837;40.4425673;bus                 
446                                               ;Serrano-María de Molina                                                                                                                                                                                 ;16                                                ;-3.6851597;40.4401608;bus                 
447                                               ;Serrano-Diego de León                                                                                                                                                                                   ;16                                                ;-3.6853938;40.4376639;bus                 
537                                               ;General Oráa-Emilio Castelar                                                                                                                                                                            ;16                                                ;-3.6867503;40.437728;bus                 
530                                               ;Emilio Castelar                                                                                                                                                                                         ;16                                                ;-3.6887472;40.437171;bus                 
1893                                              ;Museo Sorolla                                                                                                                                                                                           ;16                                                ;-3.6913308;40.4371331;bus                 
528                                               ;Martínez Campos                                                                                                                                                                                         ;16                                                ;-3.6939831;40.4370812;bus                 
1895                                              ;Iglesia-Alonso Cano                                                                                                                                                                                     ;16                                                ;-3.6964464;40.4369943;bus                 
526                                               ;Iglesia                                                                                                                                                                                                 ;16                                                ;-3.6985538;40.4366933;bus                 
538                                               ;Quevedo                                                                                                                                                                                                 ;16                                                ;-3.7018471;40.4359166;bus                 
540                                               ;Arapiles                                                                                                                                                                                                ;16                                                ;-3.7046633;40.4357553;bus                 
541                                               ;Mercado Vallehermoso                                                                                                                                                                                    ;16                                                ;-3.7079671;40.4359964;bus                 
542                                               ;Guzmán El Bueno-Fernando El Católico                                                                                                                                                                    ;16                                                ;-3.7116359;40.4361901;bus                 
543                                               ;Moncloa                                                                                                                                                                                                 ;16                                                ;-3.7157529;40.4363989;bus                 
543                                               ;Moncloa                                                                                                                                                                                                 ;16                                                ;-3.7157529;40.4363989;bus                 
520                                               ;Fernández de los Ríos-Hilarión Eslava                                                                                                                                                                   ;16                                                ;-3.7156261;40.4372961;bus                 
521                                               ;Guzmán El Bueno-Fernández de los Ríos                                                                                                                                                                   ;16                                                ;-3.7121766;40.4371507;bus                 
522                                               ;Galileo                                                                                                                                                                                                 ;16                                                ;-3.7077646;40.4369255;bus                 
523                                               ;Arapiles                                                                                                                                                                                                ;16                                                ;-3.7036356;40.4366985;bus                 
524                                               ;Eloy Gonzalo                                                                                                                                                                                            ;16                                                ;-3.7015871;40.4359992;bus                 
525                                               ;Iglesia                                                                                                                                                                                                 ;16                                                ;-3.698469;40.4364686;bus                 
527                                               ;Martínez Campos                                                                                                                                                                                         ;16                                                ;-3.694782;40.4368061;bus                 
1894                                              ;Museo Sorolla                                                                                                                                                                                           ;16                                                ;-3.6913403;40.4369078;bus                 
529                                               ;Miguel Ángel                                                                                                                                                                                            ;16                                                ;-3.6892654;40.4369292;bus                 
58                                                ;Emilio Castelar                                                                                                                                                                                         ;16                                                ;-3.6874091;40.4375799;bus                 
51242                                             ;María de Molina-Serrano                                                                                                                                                                                 ;16                                                ;-3.6870196;40.4396363;bus                 
534                                               ;López de Hoyos-Velázquez                                                                                                                                                                                ;16                                                ;-3.6825907;40.4403022;bus                 
430                                               ;Velázquez-López de Hoyos                                                                                                                                                                                ;16                                                ;-3.6814365;40.4416063;bus                 
431                                               ;Velázquez-Joaquín Costa                                                                                                                                                                                 ;16                                                ;-3.6813824;40.4432552;bus                 
432                                               ;Velázquez-Rodríguez Marín                                                                                                                                                                               ;16                                                ;-3.6812348;40.4449858;bus                 
418                                               ;Doctor Arce                                                                                                                                                                                             ;16                                                ;-3.6808642;40.447988;bus                 
416                                               ;Santa Gema                                                                                                                                                                                              ;16                                                ;-3.6791787;40.4492412;bus                 
414                                               ;Plaza de Cataluña                                                                                                                                                                                       ;16                                                ;-3.6763465;40.4513929;bus                 
517                                               ;Concha Espina                                                                                                                                                                                           ;16                                                ;-3.6761524;40.4532139;bus                 
515                                               ;Príncipe de Vergara-Serrano                                                                                                                                                                             ;16                                                ;-3.675906;40.4556928;bus                 
4849                                              ;Ecuador                                                                                                                                                                                                 ;16                                                ;-3.6756312;40.4576944;bus                 
439                                               ;Colombia                                                                                                                                                                                                ;16                                                ;-3.6753822;40.459912;bus                 
4832                                              ;República Dominicana                                                                                                                                                                                    ;16                                                ;-3.6752414;40.4611651;bus                 
112                                               ;Plaza del Perú                                                                                                                                                                                          ;16                                                ;-3.6750798;40.4626976;bus                 
115                                               ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6747504;40.4643256;bus                 
117                                               ;Pío XII-Comandante Franco                                                                                                                                                                               ;16                                                ;-3.6741002;40.4673519;bus                 
119                                               ;Nunciatura                                                                                                                                                                                              ;16                                                ;-3.6723466;40.4701189;bus                 
3629                                              ;Pío XII-La Paloma                                                                                                                                                                                       ;16                                                ;-3.6726056;40.4736129;bus                 
1728                                              ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6726135;40.4732254;bus                 
1728                                              ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6726135;40.4732254;bus                 
118                                               ;Nunciatura                                                                                                                                                                                              ;16                                                ;-3.6724782;40.4704515;bus                 
116                                               ;Pío XII-Comandante Franco                                                                                                                                                                               ;16                                                ;-3.6744777;40.4669849;bus                 
114                                               ;Pío XII                                                                                                                                                                                                 ;16                                                ;-3.6750362;40.464378;bus                 
111                                               ;Plaza del Perú                                                                                                                                                                                          ;16                                                ;-3.6754567;40.4626413;bus                 
4831                                              ;República Dominicana                                                                                                                                                                                    ;16                                                ;-3.6756898;40.4611895;bus                 
440                                               ;Colombia                                                                                                                                                                                                ;16                                                ;-3.6759192;40.4593594;bus                 
4850                                              ;Ecuador                                                                                                                                                                                                 ;16                                                ;-3.6760908;40.4576557;bus                 
514                                               ;Príncipe de Vergara-Serrano                                                                                                                                                                             ;16                                                ;-3.6761801;40.4559705;bus                 
516                                               ;Concha Espina                                                                                                                                                                                           ;16                                                ;-3.6763645;40.4542216;bus                 
415                                               ;Plaza de Cataluña                                                                                                                                                                                       ;16                                                ;-3.6767326;40.4510573;bus                 
417                                               ;Santa Gema                                                                                                                                                                                              ;16                                                ;-3.6795922;40.4493198;bus                 
536                                               ;Doctor Arce                                                                                                                                                                                             ;16                                                ;-3.6820186;40.4478641;bus                 
443                                               ;República Argentina                                                                                                                                                                                     ;16                                                ;-3.6846324;40.4462991;bus                 
444                                               ;Ramiro de Maeztu                                                                                                                                                                                        ;16                                                ;-3.6848602;40.4443428;bus                 
445                                               ;Residencia de Estudiantes                                                                                                                                                                               ;16                                                ;-3.6849837;40.4425673;bus                 
446                                               ;Serrano-María de Molina                                                                                                                                                                                 ;16                                                ;-3.6851597;40.4401608;bus                 
447                                               ;Serrano-Diego de León                                                                                                                                                                                   ;16                                                ;-3.6853938;40.4376639;bus                 
537                                               ;General Oráa-Emilio Castelar                                                                                                                                                                            ;16                                                ;-3.6867503;40.437728;bus                 
530                                               ;Emilio Castelar                                                                                                                                                                                         ;16                                                ;-3.6887472;40.437171;bus                 
1893                                              ;Museo Sorolla                                                                                                                                                                                           ;16                                                ;-3.6913308;40.4371331;bus                 
528                                               ;Martínez Campos                                                                                                                                                                                         ;16                                                ;-3.6939831;40.4370812;bus                 
1895                                              ;Iglesia-Alonso Cano                                                                                                                                                                                     ;16                                                ;-3.6964464;40.4369943;bus                 
526                                               ;Iglesia                                                                                                                                                                                                 ;16                                                ;-3.6985538;40.4366933;bus                 
538                                               ;Quevedo                                                                                                                                                                                                 ;16                                                ;-3.7018471;40.4359166;bus                 
540                                               ;Arapiles                                                                                                                                                                                                ;16                                                ;-3.7046633;40.4357553;bus                 
541                                               ;Mercado Vallehermoso                                                                                                                                                                                    ;16                                                ;-3.7079671;40.4359964;bus                 
542                                               ;Guzmán El Bueno-Fernando El Católico                                                                                                                                                                    ;16                                                ;-3.7116359;40.4361901;bus                 
543                                               ;Moncloa                                                                                                                                                                                                 ;16                                                ;-3.7157529;40.4363989;bus                 
544                                               ;Plaza Mayor                                                                                                                                                                                             ;17                                                ;-3.7056092;40.4157135;bus                 
545                                               ;La Latina                                                                                                                                                                                               ;17                                                ;-3.7070935;40.4133801;bus                 
547                                               ;Toledo-Humilladero                                                                                                                                                                                      ;17                                                ;-3.7092283;40.4106778;bus                 
2589                                              ;Toledo-La Paloma                                                                                                                                                                                        ;17                                                ;-3.7101516;40.4093072;bus                 
